"jahr","gemeinde_bfsnr","listen_code","listen_nr","waehlerproz"
2019,60230,"Grüne",5,NA
2019,60230,"CVP",6,NA
2019,60230,"EVP",7,NA
2019,60230,"AL",8,NA
2019,60230,"BDP",9,NA
2019,60230,"EDU",10,NA
2019,70230,"SVP",1,NA
2019,70230,"SP",2,NA
2019,70230,"FDP",3,NA
2019,70230,"GLP",4,NA
2019,70230,"Grüne",5,NA
2019,70230,"CVP",6,NA
2019,70230,"EVP",7,NA
2019,70230,"AL",8,NA
2019,70230,"BDP",9,NA
2019,70230,"EDU",10,NA
2019,211,"SVP",1,NA
2019,211,"SP",2,NA
2019,211,"FDP",3,NA
2019,211,"GLP",4,NA
2019,211,"Grüne",5,NA
2019,211,"CVP",6,NA
2019,211,"EVP",7,NA
2019,211,"AL",8,NA
2019,211,"BDP",9,NA
2019,211,"EDU",10,NA
2019,213,"SVP",1,NA
2019,213,"SP",2,NA
2019,213,"FDP",3,NA
2019,213,"GLP",4,NA
2019,213,"Grüne",5,NA
2019,213,"CVP",6,NA
2019,213,"EVP",7,NA
2019,213,"AL",8,NA
2019,213,"BDP",9,NA
2019,213,"EDU",10,NA
2019,214,"SVP",1,NA
2019,214,"SP",2,NA
2019,214,"FDP",3,NA
2019,214,"GLP",4,NA
2019,214,"Grüne",5,NA
2019,214,"CVP",6,NA
2019,214,"EVP",7,NA
2019,214,"AL",8,NA
2019,214,"BDP",9,NA
2019,214,"EDU",10,NA
2019,215,"SVP",1,NA
2019,215,"SP",2,NA
2019,215,"FDP",3,NA
2019,215,"GLP",4,NA
2019,215,"Grüne",5,NA
2019,215,"CVP",6,NA
2019,215,"EVP",7,NA
2019,215,"AL",8,NA
2019,215,"BDP",9,NA
2019,215,"EDU",10,NA
2019,216,"SVP",1,NA
2019,216,"SP",2,NA
2019,216,"FDP",3,NA
2019,216,"GLP",4,NA
2019,216,"Grüne",5,NA
2019,216,"CVP",6,NA
2019,216,"EVP",7,NA
2019,216,"AL",8,NA
2019,216,"BDP",9,NA
2019,216,"EDU",10,NA
2019,218,"SVP",1,NA
2019,218,"SP",2,NA
2019,218,"FDP",3,NA
2019,218,"GLP",4,NA
2019,218,"Grüne",5,NA
2019,218,"CVP",6,NA
2019,218,"EVP",7,NA
2019,218,"AL",8,NA
2019,218,"BDP",9,NA
2019,218,"EDU",10,NA
2019,219,"SVP",1,NA
2019,219,"SP",2,NA
2019,219,"FDP",3,NA
2019,219,"GLP",4,NA
2019,219,"Grüne",5,NA
2019,219,"CVP",6,NA
2019,219,"EVP",7,NA
2019,219,"AL",8,NA
2019,219,"BDP",9,NA
2019,219,"EDU",10,NA
2019,220,"SVP",1,NA
2019,220,"SP",2,NA
2019,220,"FDP",3,NA
2019,220,"GLP",4,NA
2019,220,"Grüne",5,NA
2019,220,"CVP",6,NA
2019,220,"EVP",7,NA
2019,220,"AL",8,NA
2019,220,"BDP",9,NA
2019,220,"EDU",10,NA
2019,221,"SVP",1,NA
2019,221,"SP",2,NA
2019,221,"FDP",3,NA
2019,221,"GLP",4,NA
2019,221,"Grüne",5,NA
2019,221,"CVP",6,NA
2019,221,"EVP",7,NA
2019,221,"AL",8,NA
2019,221,"BDP",9,NA
2019,221,"EDU",10,NA
2019,223,"SVP",1,NA
2019,223,"SP",2,NA
2019,223,"FDP",3,NA
2019,223,"GLP",4,NA
2019,223,"Grüne",5,NA
2019,223,"CVP",6,NA
2019,223,"EVP",7,NA
2019,223,"AL",8,NA
2019,223,"BDP",9,NA
2019,223,"EDU",10,NA
2019,224,"SVP",1,NA
2019,224,"SP",2,NA
2019,224,"FDP",3,NA
2019,224,"GLP",4,NA
2019,224,"Grüne",5,NA
2019,224,"CVP",6,NA
2019,224,"EVP",7,NA
2019,224,"AL",8,NA
2019,224,"BDP",9,NA
2019,224,"EDU",10,NA
2019,225,"SVP",1,NA
2019,225,"SP",2,NA
2019,225,"FDP",3,NA
2019,225,"GLP",4,NA
2019,225,"Grüne",5,NA
2019,225,"CVP",6,NA
2019,225,"EVP",7,NA
2019,225,"AL",8,NA
2019,225,"BDP",9,NA
2019,225,"EDU",10,NA
2019,226,"SVP",1,NA
2019,226,"SP",2,NA
2019,226,"FDP",3,NA
2019,226,"GLP",4,NA
2019,226,"Grüne",5,NA
2019,226,"CVP",6,NA
2019,226,"EVP",7,NA
2019,226,"AL",8,NA
2019,226,"BDP",9,NA
2019,226,"EDU",10,NA
2019,227,"SVP",1,NA
2019,227,"SP",2,NA
2019,227,"FDP",3,NA
2019,227,"GLP",4,NA
2019,227,"Grüne",5,NA
2019,227,"CVP",6,NA
2019,227,"EVP",7,NA
2019,227,"AL",8,NA
2019,227,"BDP",9,NA
2019,227,"EDU",10,NA
2019,228,"SVP",1,NA
2019,228,"SP",2,NA
2019,228,"FDP",3,NA
2019,228,"GLP",4,NA
2019,228,"Grüne",5,NA
2019,228,"CVP",6,NA
2019,228,"EVP",7,NA
2019,228,"AL",8,NA
2019,228,"BDP",9,NA
2019,228,"EDU",10,NA
2019,231,"SVP",1,NA
2019,231,"SP",2,NA
2019,231,"FDP",3,NA
2019,231,"GLP",4,NA
2019,231,"Grüne",5,NA
2019,231,"CVP",6,NA
2019,231,"EVP",7,NA
2019,231,"AL",8,NA
2019,231,"BDP",9,NA
2019,231,"EDU",10,NA
2019,294,"SVP",1,NA
2019,294,"SP",2,NA
2019,294,"FDP",3,NA
2019,294,"GLP",4,NA
2019,294,"Grüne",5,NA
2019,294,"CVP",6,NA
2019,294,"EVP",7,NA
2019,294,"AL",8,NA
2019,294,"BDP",9,NA
2019,294,"EDU",10,NA
2019,298,"SVP",1,NA
2019,298,"SP",2,NA
2019,298,"FDP",3,NA
2019,298,"GLP",4,NA
2019,298,"Grüne",5,NA
2019,298,"CVP",6,NA
2019,298,"EVP",7,NA
2019,298,"AL",8,NA
2019,298,"BDP",9,NA
2019,298,"EDU",10,NA
2019,21,"SVP",1,NA
2019,21,"SP",2,NA
2019,21,"FDP",3,NA
2019,21,"GLP",4,NA
2019,21,"Grüne",5,NA
2019,21,"CVP",6,NA
2019,21,"EVP",7,NA
2019,21,"AL",8,NA
2019,21,"BDP",9,NA
2019,21,"EDU",10,NA
2019,22,"SVP",1,NA
2019,22,"SP",2,NA
2019,22,"FDP",3,NA
2019,22,"GLP",4,NA
2019,22,"Grüne",5,NA
2019,22,"CVP",6,NA
2019,22,"EVP",7,NA
2019,22,"AL",8,NA
2019,22,"BDP",9,NA
2019,22,"EDU",10,NA
2019,23,"SVP",1,NA
2019,23,"SP",2,NA
2019,23,"FDP",3,NA
2019,23,"GLP",4,NA
2019,23,"Grüne",5,NA
2019,23,"CVP",6,NA
2019,23,"EVP",7,NA
2019,23,"AL",8,NA
2019,23,"BDP",9,NA
2019,23,"EDU",10,NA
2019,24,"SVP",1,NA
2019,24,"SP",2,NA
2019,24,"FDP",3,NA
2019,24,"GLP",4,NA
2019,24,"Grüne",5,NA
2019,24,"CVP",6,NA
2019,24,"EVP",7,NA
2019,24,"AL",8,NA
2019,24,"BDP",9,NA
2019,24,"EDU",10,NA
2019,25,"SVP",1,NA
2019,25,"SP",2,NA
2019,25,"FDP",3,NA
2019,25,"GLP",4,NA
2019,25,"Grüne",5,NA
2019,25,"CVP",6,NA
2019,25,"EVP",7,NA
2019,25,"AL",8,NA
2019,25,"BDP",9,NA
2019,25,"EDU",10,NA
2019,26,"SVP",1,NA
2019,26,"SP",2,NA
2019,26,"FDP",3,NA
2019,26,"GLP",4,NA
2019,26,"Grüne",5,NA
2019,26,"CVP",6,NA
2019,26,"EVP",7,NA
2019,26,"AL",8,NA
2019,26,"BDP",9,NA
2019,26,"EDU",10,NA
2019,27,"SVP",1,NA
2019,27,"SP",2,NA
2019,27,"FDP",3,NA
2019,27,"GLP",4,NA
2019,27,"Grüne",5,NA
2019,27,"CVP",6,NA
2019,27,"EVP",7,NA
2019,27,"AL",8,NA
2019,27,"BDP",9,NA
2019,27,"EDU",10,NA
2019,28,"SVP",1,NA
2019,28,"SP",2,NA
2019,28,"FDP",3,NA
2019,28,"GLP",4,NA
2019,28,"Grüne",5,NA
2019,28,"CVP",6,NA
2019,28,"EVP",7,NA
2019,28,"AL",8,NA
2019,28,"BDP",9,NA
2019,28,"EDU",10,NA
2019,29,"SVP",1,NA
2019,29,"SP",2,NA
2019,29,"FDP",3,NA
2019,29,"GLP",4,NA
2019,29,"Grüne",5,NA
2019,29,"CVP",6,NA
2019,29,"EVP",7,NA
2019,29,"AL",8,NA
2019,29,"BDP",9,NA
2019,29,"EDU",10,NA
2019,30,"SVP",1,NA
2019,30,"SP",2,NA
2019,30,"FDP",3,NA
2019,30,"GLP",4,NA
2019,30,"Grüne",5,NA
2019,30,"CVP",6,NA
2019,30,"EVP",7,NA
2019,30,"AL",8,NA
2019,30,"BDP",9,NA
2019,30,"EDU",10,NA
2019,31,"SVP",1,NA
2019,31,"SP",2,NA
2019,31,"FDP",3,NA
2019,31,"GLP",4,NA
2019,31,"Grüne",5,NA
2019,31,"CVP",6,NA
2019,31,"EVP",7,NA
2019,31,"AL",8,NA
2019,31,"BDP",9,NA
2019,31,"EDU",10,NA
2019,32,"SVP",1,NA
2019,32,"SP",2,NA
2019,32,"FDP",3,NA
2019,32,"GLP",4,NA
2019,32,"Grüne",5,NA
2019,32,"CVP",6,NA
2019,32,"EVP",7,NA
2019,32,"AL",8,NA
2019,32,"BDP",9,NA
2019,32,"EDU",10,NA
2019,33,"SVP",1,NA
2019,33,"SP",2,NA
2019,33,"FDP",3,NA
2019,33,"GLP",4,NA
2019,33,"Grüne",5,NA
2019,33,"CVP",6,NA
2019,33,"EVP",7,NA
2019,33,"AL",8,NA
2019,33,"BDP",9,NA
2019,33,"EDU",10,NA
2019,34,"SVP",1,NA
2019,34,"SP",2,NA
2019,34,"FDP",3,NA
2019,34,"GLP",4,NA
2019,34,"Grüne",5,NA
2019,34,"CVP",6,NA
2019,34,"EVP",7,NA
2019,34,"AL",8,NA
2019,34,"BDP",9,NA
2019,34,"EDU",10,NA
2019,35,"SVP",1,NA
2019,35,"SP",2,NA
2019,35,"FDP",3,NA
2019,35,"GLP",4,NA
2019,35,"Grüne",5,NA
2019,35,"CVP",6,NA
2019,35,"EVP",7,NA
2019,35,"AL",8,NA
2019,35,"BDP",9,NA
2019,35,"EDU",10,NA
2019,37,"SVP",1,NA
2019,37,"SP",2,NA
2019,37,"FDP",3,NA
2019,37,"GLP",4,NA
2019,37,"Grüne",5,NA
2019,37,"CVP",6,NA
2019,37,"EVP",7,NA
2019,37,"AL",8,NA
2019,37,"BDP",9,NA
2019,37,"EDU",10,NA
2019,38,"SVP",1,NA
2019,38,"SP",2,NA
2019,38,"FDP",3,NA
2019,38,"GLP",4,NA
2019,38,"Grüne",5,NA
2019,38,"CVP",6,NA
2019,38,"EVP",7,NA
2019,38,"AL",8,NA
2019,38,"BDP",9,NA
2019,38,"EDU",10,NA
2019,39,"SVP",1,NA
2019,39,"SP",2,NA
2019,39,"FDP",3,NA
2019,39,"GLP",4,NA
2019,39,"Grüne",5,NA
2019,39,"CVP",6,NA
2019,39,"EVP",7,NA
2019,39,"AL",8,NA
2019,39,"BDP",9,NA
2019,39,"EDU",10,NA
2019,40,"SVP",1,NA
2019,40,"SP",2,NA
2019,40,"FDP",3,NA
2019,40,"GLP",4,NA
2019,40,"Grüne",5,NA
2019,40,"CVP",6,NA
2019,40,"EVP",7,NA
2019,40,"AL",8,NA
2019,40,"BDP",9,NA
2019,40,"EDU",10,NA
2019,41,"SVP",1,NA
2019,41,"SP",2,NA
2019,41,"FDP",3,NA
2019,41,"GLP",4,NA
2019,41,"Grüne",5,NA
2019,41,"CVP",6,NA
2019,41,"EVP",7,NA
2019,41,"AL",8,NA
2019,41,"BDP",9,NA
2019,41,"EDU",10,NA
2019,43,"SVP",1,NA
2019,43,"SP",2,NA
2019,43,"FDP",3,NA
2019,43,"GLP",4,NA
2019,43,"Grüne",5,NA
2019,43,"CVP",6,NA
2019,43,"EVP",7,NA
2019,43,"AL",8,NA
2019,43,"BDP",9,NA
2019,43,"EDU",10,NA
2019,292,"SVP",1,NA
2019,292,"SP",2,NA
2019,292,"FDP",3,NA
2019,292,"GLP",4,NA
2019,292,"Grüne",5,NA
2019,292,"CVP",6,NA
2019,292,"EVP",7,NA
2019,292,"AL",8,NA
2019,292,"BDP",9,NA
2019,292,"EDU",10,NA
2019,51,"SVP",1,NA
2019,51,"SP",2,NA
2019,51,"FDP",3,NA
2019,51,"GLP",4,NA
2019,51,"Grüne",5,NA
2019,51,"CVP",6,NA
2019,51,"EVP",7,NA
2019,51,"AL",8,NA
2019,51,"BDP",9,NA
2019,51,"EDU",10,NA
2019,52,"SVP",1,NA
2019,52,"SP",2,NA
2019,52,"FDP",3,NA
2019,52,"GLP",4,NA
2019,52,"Grüne",5,NA
2019,52,"CVP",6,NA
2019,52,"EVP",7,NA
2019,52,"AL",8,NA
2019,52,"BDP",9,NA
2019,52,"EDU",10,NA
2019,53,"SVP",1,NA
2019,53,"SP",2,NA
2019,53,"FDP",3,NA
2019,53,"GLP",4,NA
2019,53,"Grüne",5,NA
2019,53,"CVP",6,NA
2019,53,"EVP",7,NA
2019,53,"AL",8,NA
2019,53,"BDP",9,NA
2019,53,"EDU",10,NA
2019,54,"SVP",1,NA
2019,54,"SP",2,NA
2019,54,"FDP",3,NA
2019,54,"GLP",4,NA
2019,54,"Grüne",5,NA
2019,54,"CVP",6,NA
2019,54,"EVP",7,NA
2019,54,"AL",8,NA
2019,54,"BDP",9,NA
2019,54,"EDU",10,NA
2019,55,"SVP",1,NA
2019,55,"SP",2,NA
2019,55,"FDP",3,NA
2019,55,"GLP",4,NA
2019,55,"Grüne",5,NA
2019,55,"CVP",6,NA
2019,55,"EVP",7,NA
2019,55,"AL",8,NA
2019,55,"BDP",9,NA
2019,55,"EDU",10,NA
2019,56,"SVP",1,NA
2019,56,"SP",2,NA
2019,56,"FDP",3,NA
2019,56,"GLP",4,NA
2019,56,"Grüne",5,NA
2019,56,"CVP",6,NA
2019,56,"EVP",7,NA
2019,56,"AL",8,NA
2019,56,"BDP",9,NA
2019,56,"EDU",10,NA
2019,57,"SVP",1,NA
2019,57,"SP",2,NA
2019,57,"FDP",3,NA
2019,57,"GLP",4,NA
2019,57,"Grüne",5,NA
2019,57,"CVP",6,NA
2019,57,"EVP",7,NA
2019,57,"AL",8,NA
2019,57,"BDP",9,NA
2019,57,"EDU",10,NA
2019,58,"SVP",1,NA
2019,58,"SP",2,NA
2019,58,"FDP",3,NA
2019,58,"GLP",4,NA
2019,58,"Grüne",5,NA
2019,58,"CVP",6,NA
2019,58,"EVP",7,NA
2019,58,"AL",8,NA
2019,58,"BDP",9,NA
2019,58,"EDU",10,NA
2019,59,"SVP",1,NA
2019,59,"SP",2,NA
2019,59,"FDP",3,NA
2019,59,"GLP",4,NA
2019,59,"Grüne",5,NA
2019,59,"CVP",6,NA
2019,59,"EVP",7,NA
2019,59,"AL",8,NA
2019,59,"BDP",9,NA
2019,59,"EDU",10,NA
2019,60,"SVP",1,NA
2019,60,"SP",2,NA
2019,60,"FDP",3,NA
2019,60,"GLP",4,NA
2019,60,"Grüne",5,NA
2019,60,"CVP",6,NA
2019,60,"EVP",7,NA
2019,60,"AL",8,NA
2019,60,"BDP",9,NA
2019,60,"EDU",10,NA
2019,61,"SVP",1,NA
2019,61,"SP",2,NA
2019,61,"FDP",3,NA
2019,61,"GLP",4,NA
2019,61,"Grüne",5,NA
2019,61,"CVP",6,NA
2019,61,"EVP",7,NA
2019,61,"AL",8,NA
2019,61,"BDP",9,NA
2019,61,"EDU",10,NA
2019,62,"SVP",1,NA
2019,62,"SP",2,NA
2019,62,"FDP",3,NA
2019,62,"GLP",4,NA
2019,62,"Grüne",5,NA
2019,62,"CVP",6,NA
2019,62,"EVP",7,NA
2019,62,"AL",8,NA
2019,62,"BDP",9,NA
2019,62,"EDU",10,NA
2019,63,"SVP",1,NA
2019,63,"SP",2,NA
2019,63,"FDP",3,NA
2019,63,"GLP",4,NA
2019,63,"Grüne",5,NA
2019,63,"CVP",6,NA
2019,63,"EVP",7,NA
2019,63,"AL",8,NA
2019,63,"BDP",9,NA
2019,63,"EDU",10,NA
2019,64,"SVP",1,NA
2019,64,"SP",2,NA
2019,64,"FDP",3,NA
2019,64,"GLP",4,NA
2019,64,"Grüne",5,NA
2019,64,"CVP",6,NA
2019,64,"EVP",7,NA
2019,64,"AL",8,NA
2019,64,"BDP",9,NA
2019,64,"EDU",10,NA
2019,65,"SVP",1,NA
2019,65,"SP",2,NA
2019,65,"FDP",3,NA
2019,65,"GLP",4,NA
2019,65,"Grüne",5,NA
2019,65,"CVP",6,NA
2019,65,"EVP",7,NA
2019,65,"AL",8,NA
2019,65,"BDP",9,NA
2019,65,"EDU",10,NA
2019,66,"SVP",1,NA
2019,66,"SP",2,NA
2019,66,"FDP",3,NA
2019,66,"GLP",4,NA
2019,66,"Grüne",5,NA
2019,66,"CVP",6,NA
2019,66,"EVP",7,NA
2019,66,"AL",8,NA
2019,66,"BDP",9,NA
2019,66,"EDU",10,NA
2019,67,"SVP",1,NA
2019,67,"SP",2,NA
2019,67,"FDP",3,NA
2019,67,"GLP",4,NA
2019,67,"Grüne",5,NA
2019,67,"CVP",6,NA
2019,67,"EVP",7,NA
2019,67,"AL",8,NA
2019,67,"BDP",9,NA
2019,67,"EDU",10,NA
2019,68,"SVP",1,NA
2019,68,"SP",2,NA
2019,68,"FDP",3,NA
2019,68,"GLP",4,NA
2019,68,"Grüne",5,NA
2019,68,"CVP",6,NA
2019,68,"EVP",7,NA
2019,68,"AL",8,NA
2019,68,"BDP",9,NA
2019,68,"EDU",10,NA
2019,69,"SVP",1,NA
2019,69,"SP",2,NA
2019,69,"FDP",3,NA
2019,69,"GLP",4,NA
2019,69,"Grüne",5,NA
2019,69,"CVP",6,NA
2019,69,"EVP",7,NA
2019,69,"AL",8,NA
2019,69,"BDP",9,NA
2019,69,"EDU",10,NA
2019,70,"SVP",1,NA
2019,70,"SP",2,NA
2019,70,"FDP",3,NA
2019,70,"GLP",4,NA
2019,70,"Grüne",5,NA
2019,70,"CVP",6,NA
2019,70,"EVP",7,NA
2019,70,"AL",8,NA
2019,70,"BDP",9,NA
2019,70,"EDU",10,NA
2019,71,"SVP",1,NA
2019,71,"SP",2,NA
2019,71,"FDP",3,NA
2019,71,"GLP",4,NA
2019,71,"Grüne",5,NA
2019,71,"CVP",6,NA
2019,71,"EVP",7,NA
2019,71,"AL",8,NA
2019,71,"BDP",9,NA
2019,71,"EDU",10,NA
2019,72,"SVP",1,NA
2019,72,"SP",2,NA
2019,72,"FDP",3,NA
2019,72,"GLP",4,NA
2019,72,"Grüne",5,NA
2019,72,"CVP",6,NA
2019,72,"EVP",7,NA
2019,72,"AL",8,NA
2019,72,"BDP",9,NA
2019,72,"EDU",10,NA
2019,81,"SVP",1,NA
2019,81,"SP",2,NA
2019,81,"FDP",3,NA
2019,81,"GLP",4,NA
2019,81,"Grüne",5,NA
2019,81,"CVP",6,NA
2019,81,"EVP",7,NA
2019,81,"AL",8,NA
2019,81,"BDP",9,NA
2019,81,"EDU",10,NA
2019,82,"SVP",1,NA
2019,82,"SP",2,NA
2019,82,"FDP",3,NA
2019,82,"GLP",4,NA
2019,82,"Grüne",5,NA
2019,82,"CVP",6,NA
2019,82,"EVP",7,NA
2019,82,"AL",8,NA
2019,82,"BDP",9,NA
2019,82,"EDU",10,NA
2019,83,"SVP",1,NA
2019,83,"SP",2,NA
2019,83,"FDP",3,NA
2019,83,"GLP",4,NA
2019,83,"Grüne",5,NA
2019,83,"CVP",6,NA
2019,83,"EVP",7,NA
2019,83,"AL",8,NA
2019,83,"BDP",9,NA
2019,83,"EDU",10,NA
2019,84,"SVP",1,NA
2019,84,"SP",2,NA
2019,84,"FDP",3,NA
2019,84,"GLP",4,NA
2019,84,"Grüne",5,NA
2019,84,"CVP",6,NA
2019,84,"EVP",7,NA
2019,84,"AL",8,NA
2019,84,"BDP",9,NA
2019,84,"EDU",10,NA
2019,85,"SVP",1,NA
2019,85,"SP",2,NA
2019,85,"FDP",3,NA
2019,85,"GLP",4,NA
2019,85,"Grüne",5,NA
2019,85,"CVP",6,NA
2019,85,"EVP",7,NA
2019,85,"AL",8,NA
2019,85,"BDP",9,NA
2019,85,"EDU",10,NA
2019,86,"SVP",1,NA
2019,86,"SP",2,NA
2019,86,"FDP",3,NA
2019,86,"GLP",4,NA
2019,86,"Grüne",5,NA
2019,86,"CVP",6,NA
2019,86,"EVP",7,NA
2019,86,"AL",8,NA
2019,86,"BDP",9,NA
2019,86,"EDU",10,NA
2019,87,"SVP",1,NA
2019,87,"SP",2,NA
2019,87,"FDP",3,NA
2019,87,"GLP",4,NA
2019,87,"Grüne",5,NA
2019,87,"CVP",6,NA
2019,87,"EVP",7,NA
2019,87,"AL",8,NA
2019,87,"BDP",9,NA
2019,87,"EDU",10,NA
2019,88,"SVP",1,NA
2019,88,"SP",2,NA
2019,88,"FDP",3,NA
2019,88,"GLP",4,NA
2019,88,"Grüne",5,NA
2019,88,"CVP",6,NA
2019,88,"EVP",7,NA
2019,88,"AL",8,NA
2019,88,"BDP",9,NA
2019,88,"EDU",10,NA
2019,89,"SVP",1,NA
2019,89,"SP",2,NA
2019,89,"FDP",3,NA
2019,89,"GLP",4,NA
2019,89,"Grüne",5,NA
2019,89,"CVP",6,NA
2019,89,"EVP",7,NA
2019,89,"AL",8,NA
2019,89,"BDP",9,NA
2019,89,"EDU",10,NA
2019,90,"SVP",1,NA
2019,90,"SP",2,NA
2019,90,"FDP",3,NA
2019,90,"GLP",4,NA
2019,90,"Grüne",5,NA
2019,90,"CVP",6,NA
2019,90,"EVP",7,NA
2019,90,"AL",8,NA
2019,90,"BDP",9,NA
2019,90,"EDU",10,NA
2019,91,"SVP",1,NA
2019,91,"SP",2,NA
2019,91,"FDP",3,NA
2019,91,"GLP",4,NA
2019,91,"Grüne",5,NA
2019,91,"CVP",6,NA
2019,91,"EVP",7,NA
2019,91,"AL",8,NA
2019,91,"BDP",9,NA
2019,91,"EDU",10,NA
2019,92,"SVP",1,NA
2019,92,"SP",2,NA
2019,92,"FDP",3,NA
2019,92,"GLP",4,NA
2019,92,"Grüne",5,NA
2019,92,"CVP",6,NA
2019,92,"EVP",7,NA
2019,92,"AL",8,NA
2019,92,"BDP",9,NA
2019,92,"EDU",10,NA
2019,93,"SVP",1,NA
2019,93,"SP",2,NA
2019,93,"FDP",3,NA
2019,93,"GLP",4,NA
2019,93,"Grüne",5,NA
2019,93,"CVP",6,NA
2019,93,"EVP",7,NA
2019,93,"AL",8,NA
2019,93,"BDP",9,NA
2019,93,"EDU",10,NA
2019,94,"SVP",1,NA
2019,94,"SP",2,NA
2019,94,"FDP",3,NA
2019,94,"GLP",4,NA
2019,94,"Grüne",5,NA
2019,94,"CVP",6,NA
2019,94,"EVP",7,NA
2019,94,"AL",8,NA
2019,94,"BDP",9,NA
2019,94,"EDU",10,NA
2019,95,"SVP",1,NA
2019,95,"SP",2,NA
2019,95,"FDP",3,NA
2019,95,"GLP",4,NA
2019,95,"Grüne",5,NA
2019,95,"CVP",6,NA
2019,95,"EVP",7,NA
2019,95,"AL",8,NA
2019,95,"BDP",9,NA
2019,95,"EDU",10,NA
2019,96,"SVP",1,NA
2019,96,"SP",2,NA
2019,96,"FDP",3,NA
2019,96,"GLP",4,NA
2019,96,"Grüne",5,NA
2019,96,"CVP",6,NA
2019,96,"EVP",7,NA
2019,96,"AL",8,NA
2019,96,"BDP",9,NA
2019,96,"EDU",10,NA
2019,97,"SVP",1,NA
2019,97,"SP",2,NA
2019,97,"FDP",3,NA
2019,97,"GLP",4,NA
2019,97,"Grüne",5,NA
2019,97,"CVP",6,NA
2019,97,"EVP",7,NA
2019,97,"AL",8,NA
2019,97,"BDP",9,NA
2019,97,"EDU",10,NA
2019,98,"SVP",1,NA
2019,98,"SP",2,NA
2019,98,"FDP",3,NA
2019,98,"GLP",4,NA
2019,98,"Grüne",5,NA
2019,98,"CVP",6,NA
2019,98,"EVP",7,NA
2019,98,"AL",8,NA
2019,98,"BDP",9,NA
2019,98,"EDU",10,NA
2019,99,"SVP",1,NA
2019,99,"SP",2,NA
2019,99,"FDP",3,NA
2019,99,"GLP",4,NA
2019,99,"Grüne",5,NA
2019,99,"CVP",6,NA
2019,99,"EVP",7,NA
2019,99,"AL",8,NA
2019,99,"BDP",9,NA
2019,99,"EDU",10,NA
2019,100,"SVP",1,NA
2019,100,"SP",2,NA
2019,100,"FDP",3,NA
2019,100,"GLP",4,NA
2019,100,"Grüne",5,NA
2019,100,"CVP",6,NA
2019,100,"EVP",7,NA
2019,100,"AL",8,NA
2019,100,"BDP",9,NA
2019,100,"EDU",10,NA
2019,101,"SVP",1,NA
2019,101,"SP",2,NA
2019,101,"FDP",3,NA
2019,101,"GLP",4,NA
2019,101,"Grüne",5,NA
2019,101,"CVP",6,NA
2019,101,"EVP",7,NA
2019,101,"AL",8,NA
2019,101,"BDP",9,NA
2019,101,"EDU",10,NA
2019,102,"SVP",1,NA
2019,102,"SP",2,NA
2019,102,"FDP",3,NA
2019,102,"GLP",4,NA
2019,102,"Grüne",5,NA
2019,102,"CVP",6,NA
2019,102,"EVP",7,NA
2019,102,"AL",8,NA
2019,102,"BDP",9,NA
2019,102,"EDU",10,NA
2019,261,"SVP",1,NA
2019,261,"SP",2,NA
2019,261,"FDP",3,NA
2019,261,"GLP",4,NA
2019,261,"Grüne",5,NA
2019,261,"CVP",6,NA
2019,261,"EVP",7,NA
2019,261,"AL",8,NA
2019,261,"BDP",9,NA
2019,261,"EDU",10,NA
2019,261,"Helvida",11,NA
2019,261,"die Guten",12,NA
2019,261,"PdA",13,NA
